_id,fingerprint,doi,name,Ce,Sbet,calcination_temp,calcination_time,Dpore,Vtotal,calcination_flowing_gas,calcination_reactive_gas,synthesis_para,synthesis,description,particle_size_nm,crystallite_size_nm,phase_types,phase_flag,microscopy,morphology,image_path,pretreatment_temp,pretreatment_o2_vol%,pretreatment_time_h,osc,hierarchical,lattice_parameter_A,Zr,Cu,Ea_apparent,Ni,Pr,Sn,Hf,La,Mn,Fe,Co,Sm,Zn,Nd,Pm,Ag,Ru,Eu,Tb,Gd,Bi,Cr,Y,Ti,deposit,Sr,Sc,Yb,Nb,Al,Ga,Ho,Lu,single_phase_binary
6967af365220ac46b0141269,26bcbfa4bd3f55075e816d46ee65b446af79981b,10.1016/j.apcatb.2007.09.007,CeZrCu20,0.6666666666666666,190.0,400.0,4.0,3.7,0.174,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,2.6,Fluorite,single,,,,0.0,0.0,0.0,,True,,0.16666666666666666,0.16666666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af375220ac46b014126a,d6ff7989adfba86e34f970c8106f52ae07853684,10.1016/j.apcatb.2007.09.007,CeZrCu25,0.64,183.0,400.0,4.0,3.3,0.149,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,2.3,Fluorite,single,,polyhedra,TEM_20nm_6967af375220ac46b014126a.png,0.0,0.0,0.0,,True,,0.16,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af379890fdd35aa2c56f,0d3cdb1c22a639b002f435bb5bd8593df7cc89a1,10.1016/j.apcatb.2007.09.007,CeZrCu30,0.6153846153846154,138.0,400.0,4.0,2.8,0.095,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,2.2,Fluorite,single,,,,0.0,0.0,0.0,,True,,0.15384615384615385,0.23076923076923075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af375c48023e106c0463,f710a738585ebceeeff9be5f7eae106b7cf0d9f9,10.1016/j.apcatb.2007.09.007,CeZrCu40,0.5714285714285714,127.0,400.0,4.0,3.3,0.104,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,2.6,Fluorite & CuO,multi,,,,0.0,0.0,0.0,,True,,0.14285714285714285,0.2857142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967af375c48023e106c0464,8ba858fc2c361426eaa1ca26f780ec92f0553165,10.1016/j.apcatb.2007.09.007,CeZrCu25,0.64,157.0,300.0,4.0,3.2,0.127,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,2.3,Fluorite,single,,,,0.0,0.0,0.0,,True,,0.16,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af385c48023e106c0465,c3df2aefc0ddcf48f01fc0886d6469c51f5a404c,10.1016/j.apcatb.2007.09.007,CeZrCu25,0.64,131.0,500.0,4.0,3.2,0.117,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,3.1,Fluorite,single,,,,0.0,0.0,0.0,,True,,0.16,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af389890fdd35aa2c570,41821118c2fbddd573a248cb829a7c4ef95ff584,10.1016/j.apcatb.2007.09.007,CeZrCu25,0.64,70.0,600.0,4.0,4.4,0.077,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,4.3,Fluorite & CuO,multi,,,,0.0,0.0,0.0,,True,,0.16,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967af389890fdd35aa2c571,f1de1bf21ac13ada56a308694c552ba4235be592,10.1016/j.apcatb.2007.09.007,CeZrCu25,0.64,7.0,800.0,4.0,14.5,0.026,0.0,0.0,"The CuO/Ce0.8Zr0.2O2 catalysts with different CuO content were synthesized using a surfactant-assisted method of nanoparticle assembly. At room temperature, 6 mmol of cetyltrimethylammonium bromide (CTAB) was dissolved into 200 ml distilled water under ultrasound irradiation for 15 min, then 8 mmol of Ce(NO3)3·6H2O, 2 mmol of Zr(NO3)4·5H2O and calculated amount of Cu(NO3)2·3H2O were added under vigorous stirring. After stirring for 0.5 h, 0.2 mol/l sodium hydroxide solution was gradually added into the above solution until the pH value of the mixed solution was 10, and then further stirred for about 12 h. The final suspended solution was aged at 90 °C for 3 h, washed with hot water, dried in the oven at 110 °C for 6 h, then milled and calcined at 400 °C for 4 h. The content of CuO was 0, 5, 10, 15, 20, 25, 30, 40 mol%, and the corresponding catalysts were denoted as CeZrCu0, CeZrCu5, CeZrCu10, CeZrCu15, CeZrCu20, CeZrCu25, CeZrCu30, CeZrCu40, respectively. In order to make clear the influence of the calcination temperature on the catalyst property, a series of CeZrCu25 catalysts calcined at different temperature were prepared in the similar manner.",surfactant assisted co-precipitation,mesoporous nanocrystalline particle particles nanoscaled mesoporous nanostructured,,17.9,Fluorite & CuO,multi,,,,0.0,0.0,0.0,,True,,0.16,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967af405c48023e106c0470,0b82eb51871d423802d346308e0883a18ce6a69d,10.1016/j.cej.2014.01.077,CeSnO–0.9,0.9,31.2,550.0,5.0,7.94,0.065,0.0,0.0,"A set of CeXSn1−XO2−δ mixed oxides (X ranging from 0.975 to 0.80) were prepared by co-precipitation method, from cerium nitrate (Ce(NO3)3·6H2O) and tin chloride (SnCl2·2H2O) as precursors. The resultant solids were repeatedly washed, dried and calcined at 500 °C for 5 h in air. The synthesis of the mixed oxides was also carried out at pH = 9 and room temperature, baking the resultant suspension for 1 h. The resultant slurry was filtered and washed several times with deionized water, dried overnight at 115 °C and calcined in air at 500 °C for 5 h. The obtained solids were denoted as CeSnO–X, being X the mol fraction of ceria in the mixed oxide.",co-precipitation,mesoporous crystallites doped,,,Fluorite,single,,,,150.0,0.0,0.5,,False,5.4089,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af405c48023e106c0471,dfced7c61f1deb3c785ce44c53cefc6b345e02f3,10.1016/j.cej.2014.01.077,CeSnO–0.85,0.85,41.3,550.0,5.0,8.48,0.097,0.0,0.0,"A set of CeXSn1−XO2−δ mixed oxides (X ranging from 0.975 to 0.80) were prepared by co-precipitation method, from cerium nitrate (Ce(NO3)3·6H2O) and tin chloride (SnCl2·2H2O) as precursors. The resultant solids were repeatedly washed, dried and calcined at 500 °C for 5 h in air. The synthesis of the mixed oxides was also carried out at pH = 9 and room temperature, baking the resultant suspension for 1 h. The resultant slurry was filtered and washed several times with deionized water, dried overnight at 115 °C and calcined in air at 500 °C for 5 h. The obtained solids were denoted as CeSnO–X, being X the mol fraction of ceria in the mixed oxide.",co-precipitation,mesoporous crystallites doped pure,,,Fluorite,single,,,,150.0,0.0,0.5,,False,5.4045,0.0,0.0,,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af405c48023e106c0472,34cd3e51db6c99be37a7917948472b081bdc691e,10.1016/j.cej.2014.01.077,CeSnO–0.95,0.95,42.0,550.0,5.0,5.08,0.063,0.0,0.0,"A set of CeXSn1−XO2−δ mixed oxides (X ranging from 0.975 to 0.80) were prepared by co-precipitation method, from cerium nitrate (Ce(NO3)3·6H2O) and tin chloride (SnCl2·2H2O) as precursors. The resultant solids were repeatedly washed, dried and calcined at 500 °C for 5 h in air. The synthesis of the mixed oxides was also carried out at pH = 9 and room temperature, baking the resultant suspension for 1 h. The resultant slurry was filtered and washed several times with deionized water, dried overnight at 115 °C and calcined in air at 500 °C for 5 h. The obtained solids were denoted as CeSnO–X, being X the mol fraction of ceria in the mixed oxide.",co-precipitation,mesoporous crystallites doped pure,,,Fluorite,single,,,,150.0,0.0,0.5,,False,5.4087,0.0,0.0,,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af435220ac46b0141275,cce72acffcb0e13a4d10ad8dcb158af680bccd0a,10.1016/j.apcatb.2015.08.043,Ce0.90Co0.10O2–δ,0.9,27.0,400.0,4.0,3.0,0.021,0.0,0.0,"The nanocrystalline solid solution catalyst, Ce0.90Co0.10O2–δ, was prepared using a single-step combustion method [12]. All the metal precursors and chemicals used in the preparation of the catalysts were procured from Sigma-Aldrich with purity 99.9%. In the preparation, a redox combustion mixture was composed of (NH4)2Ce(NO3)6, Co(NO3)2.5H2O and NH2CONH2 in the ratio of 0.90: 0.1: 3.77 respectively. Typically, a mixture of 9.869 g of (NH4)2Ce(NO3)6, 0.582 g of Co(NO3)2.5H2O and 4.529 g of NH2CONH2 was dissolved in 50 cm3 of water in a borosilicate dish. The resulting solution was heated at 150 °C on a hotplate for 10 min. The boiling solution was then transferred into a muffle furnace, preheated to 400 °C. After almost complete dehydration, the slurry ignited, resulting in the formation of a brown solid product. A similar one-step combustion method was used to prepare the Ce0.90-xCuxCo0.10O2–δ (where x = 0.01, 0.03 and 0.05) bimetallic solid solutions, using Cu(NO3)2.3H2O as a precursor, in addition to the other starting materials mentioned in the preparation of Ce0.90Co0.10O2–δ.",combustion,substituted,,9.0,Fluorite,single,True,polyhedra,TEM_20nm_6967af435220ac46b0141275.png,150.0,20.0,4.0,,False,5.4057,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af445220ac46b0141276,58e4cc77889098b8eb1386d6e2b6672de2abe77b,10.1016/j.apcatb.2015.08.043,Ce0.85Cu0.05Co0.10O2-δ ,0.85,27.0,400.0,4.0,2.8,0.015,0.0,0.0,"The nanocrystalline solid solution catalyst, Ce0.90Co0.10O2–δ, was prepared using a single-step combustion method [12]. All the metal precursors and chemicals used in the preparation of the catalysts were procured from Sigma-Aldrich with purity 99.9%. In the preparation, a redox combustion mixture was composed of (NH4)2Ce(NO3)6, Co(NO3)2.5H2O and NH2CONH2 in the ratio of 0.90: 0.1: 3.77 respectively. Typically, a mixture of 9.869 g of (NH4)2Ce(NO3)6, 0.582 g of Co(NO3)2.5H2O and 4.529 g of NH2CONH2 was dissolved in 50 cm3 of water in a borosilicate dish. The resulting solution was heated at 150 °C on a hotplate for 10 min. The boiling solution was then transferred into a muffle furnace, preheated to 400 °C. After almost complete dehydration, the slurry ignited, resulting in the formation of a brown solid product. A similar one-step combustion method was used to prepare the Ce0.90-xCuxCo0.10O2–δ (where x = 0.01, 0.03 and 0.05) bimetallic solid solutions, using Cu(NO3)2.3H2O as a precursor, in addition to the other starting materials mentioned in the preparation of Ce0.90Co0.10O2–δ.",combustion,substituted,,10.0,Fluorite & Co3O4,multi,True,polyhedra,TEM_20nm_6967af445220ac46b0141276.png,150.0,20.0,4.0,,False,5.4068,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967af445c48023e106c0477,f2aa266ac312d8d9727c091b0ad754d9012c3ee0,10.1016/j.apcatb.2015.08.043,Ce0.95Cu0.05O2–δ,0.95,21.0,400.0,4.0,4.7,0.021,0.0,0.0,"The nanocrystalline solid solution catalyst, Ce0.90Co0.10O2–δ, was prepared using a single-step combustion method [12]. All the metal precursors and chemicals used in the preparation of the catalysts were procured from Sigma-Aldrich with purity 99.9%. In the preparation, a redox combustion mixture was composed of (NH4)2Ce(NO3)6, Co(NO3)2.5H2O and NH2CONH2 in the ratio of 0.90: 0.1: 3.77 respectively. Typically, a mixture of 9.869 g of (NH4)2Ce(NO3)6, 0.582 g of Co(NO3)2.5H2O and 4.529 g of NH2CONH2 was dissolved in 50 cm3 of water in a borosilicate dish. The resulting solution was heated at 150 °C on a hotplate for 10 min. The boiling solution was then transferred into a muffle furnace, preheated to 400 °C. After almost complete dehydration, the slurry ignited, resulting in the formation of a brown solid product. A similar one-step combustion method was used to prepare the Ce0.90-xCuxCo0.10O2–δ (where x = 0.01, 0.03 and 0.05) bimetallic solid solutions, using Cu(NO3)2.3H2O as a precursor, in addition to the other starting materials mentioned in the preparation of Ce0.90Co0.10O2–δ.",combustion,substituted,,13.0,Fluorite,single,True,polyhedra,TEM_20nm_6967af445c48023e106c0477.png,150.0,20.0,4.0,,False,5.4185,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af445c48023e106c0478,95def82a0969164edf45b36d59b40c991fb8a7e1,10.1016/j.apcatb.2015.08.043,Ce0.87Cu0.03Co0.10O2-δ ,0.87,22.0,400.0,4.0,3.2,0.017,0.0,0.0,"The nanocrystalline solid solution catalyst, Ce0.90Co0.10O2–δ, was prepared using a single-step combustion method [12]. All the metal precursors and chemicals used in the preparation of the catalysts were procured from Sigma-Aldrich with purity 99.9%. In the preparation, a redox combustion mixture was composed of (NH4)2Ce(NO3)6, Co(NO3)2.5H2O and NH2CONH2 in the ratio of 0.90: 0.1: 3.77 respectively. Typically, a mixture of 9.869 g of (NH4)2Ce(NO3)6, 0.582 g of Co(NO3)2.5H2O and 4.529 g of NH2CONH2 was dissolved in 50 cm3 of water in a borosilicate dish. The resulting solution was heated at 150 °C on a hotplate for 10 min. The boiling solution was then transferred into a muffle furnace, preheated to 400 °C. After almost complete dehydration, the slurry ignited, resulting in the formation of a brown solid product. A similar one-step combustion method was used to prepare the Ce0.90-xCuxCo0.10O2–δ (where x = 0.01, 0.03 and 0.05) bimetallic solid solutions, using Cu(NO3)2.3H2O as a precursor, in addition to the other starting materials mentioned in the preparation of Ce0.90Co0.10O2–δ.",combustion,substituted,,10.0,Fluorite & Co3O4,multi,True,polyhedra,TEM_20nm_6967af445c48023e106c0478.png,150.0,20.0,4.0,,False,5.406,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6967af455c48023e106c0479,a8691db7b43f216c4e2c88689a0b1b6d193905f4,10.1016/j.apcatb.2015.08.043,Ce0.89Cu0.01Co0.10O2-δ ,0.89,14.0,400.0,4.0,3.7,0.013,0.0,0.0,"The nanocrystalline solid solution catalyst, Ce0.90Co0.10O2–δ, was prepared using a single-step combustion method [12]. All the metal precursors and chemicals used in the preparation of the catalysts were procured from Sigma-Aldrich with purity 99.9%. In the preparation, a redox combustion mixture was composed of (NH4)2Ce(NO3)6, Co(NO3)2.5H2O and NH2CONH2 in the ratio of 0.90: 0.1: 3.77 respectively. Typically, a mixture of 9.869 g of (NH4)2Ce(NO3)6, 0.582 g of Co(NO3)2.5H2O and 4.529 g of NH2CONH2 was dissolved in 50 cm3 of water in a borosilicate dish. The resulting solution was heated at 150 °C on a hotplate for 10 min. The boiling solution was then transferred into a muffle furnace, preheated to 400 °C. After almost complete dehydration, the slurry ignited, resulting in the formation of a brown solid product. A similar one-step combustion method was used to prepare the Ce0.90-xCuxCo0.10O2–δ (where x = 0.01, 0.03 and 0.05) bimetallic solid solutions, using Cu(NO3)2.3H2O as a precursor, in addition to the other starting materials mentioned in the preparation of Ce0.90Co0.10O2–δ.",combustion,substituted,,13.0,Fluorite,single,True,polyhedra,TEM_20nm_6967af455c48023e106c0479.png,150.0,20.0,4.0,,False,5.4225,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af475c48023e106c047c,203032d5ebce078aa813f28dddb374d56768dcf5,10.1039/D0CY01729A,10-CC,0.9,58.6,450.0,4.0,6.4,0.08,0.0,0.0,"A series of CuO–CeO2 catalysts with different CuO contents were synthesized via a direct solvothermal method. Typically, specified amounts of Cu and Ce nitrates were dissolved in EG. The mixture was transferred to a Teflon-lined stainless-steel autoclave of 80 mL capacity and heated at 180 °C for 3 h with continuous stirring. Then the obtained suspension was naturally cooled down to room temperature (RT). The products thus obtained were separated by filtration, then washed with deionized water and ethanol, dried at 120 °C overnight and calcined under static air at 450 °C (based on our previous study28) for 4 h. The CuO loadings of these catalysts were 0, 5, 10, 20, and 30 mol% expressed as the mole ratio of Cu/(Cu + Ce), which were denoted as CeO2, 5-CC, 10-CC, 20-CC, and 30-CC, respectively.",hydrothermal,,,9.1,Fluorite,single,,,,200.0,0.0,1.0,,False,0.5415,0.0,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6967af475c48023e106c047d,a387c1dce41a4eea06a390c46f1409904600851c,10.1039/D0CY01729A,20-CC,0.8,61.3,450.0,4.0,7.6,0.12,0.0,0.0,"A series of CuO–CeO2 catalysts with different CuO contents were synthesized via a direct solvothermal method. Typically, specified amounts of Cu and Ce nitrates were dissolved in EG. The mixture was transferred to a Teflon-lined stainless-steel autoclave of 80 mL capacity and heated at 180 °C for 3 h with continuous stirring. Then the obtained suspension was naturally cooled down to room temperature (RT). The products thus obtained were separated by filtration, then washed with deionized water and ethanol, dried at 120 °C overnight and calcined under static air at 450 °C (based on our previous study28) for 4 h. The CuO loadings of these catalysts were 0, 5, 10, 20, and 30 mol% expressed as the mole ratio of Cu/(Cu + Ce), which were denoted as CeO2, 5-CC, 10-CC, 20-CC, and 30-CC, respectively.",hydrothermal,,,9.3,Fluorite & CuO,multi,True,polyhedra,TEM_50nm_6967af475c48023e106c047d.png,200.0,0.0,1.0,,False,0.5382,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
